3796
375
1217
418
412
1188
343
354
686
846
32
1034
820
505
30
403
20
34
897
53
29
25
290
20
30
823
1028
23
1028
321
42
25
494
39
372
3110
551
30
481
34
1110
30
481
373
839
23
29
17
22
23
547
695
476
312
46
44
302
1162
31
23
21
24
268
25
20
46
168
18
780
21
346
30
29
25
17
28
42
22
21
32
20
29
365
18
40
26
26
30
35
1076
17
23
21
19
21
22
24
17
18
